year,source,target,value
2017,SE,oil_petroleum_exports,17884.0
2018,SE,oil_petroleum_exports,17096.0
2019,SE,oil_petroleum_exports,11609.43
2020,SE,oil_petroleum_exports,13214.847
total,SE,oil_petroleum_exports,139100.277
2011,IS,oil_petroleum_exports,0.0
2012,IS,oil_petroleum_exports,0.0
2013,IS,oil_petroleum_exports,0.0
2014,IS,oil_petroleum_exports,0.0
2015,IS,oil_petroleum_exports,0.0
2016,IS,oil_petroleum_exports,0.0
2017,IS,oil_petroleum_exports,0.0
2018,IS,oil_petroleum_exports,0.0
2019,IS,oil_petroleum_exports,0.0
2020,IS,oil_petroleum_exports,0.0
total,IS,oil_petroleum_exports,0.0
2014,LI000,oil_petroleum_exports,0.0
2015,LI000,oil_petroleum_exports,0.0
2016,LI000,oil_petroleum_exports,0.0
2017,LI000,oil_petroleum_exports,0.0
2018,LI000,oil_petroleum_exports,0.0
2019,LI000,oil_petroleum_exports,0.0
2020,LI000,oil_petroleum_exports,0.0
total,LI000,oil_petroleum_exports,0.0
2011,NO,oil_petroleum_exports,87718.0
2012,NO,oil_petroleum_exports,79803.0
2013,NO,oil_petroleum_exports,75146.0
2014,NO,oil_petroleum_exports,79413.0
2015,NO,oil_petroleum_exports,83132.0
2016,NO,oil_petroleum_exports,86200.286
2017,NO,oil_petroleum_exports,86168.0
2018,NO,oil_petroleum_exports,80928.061
2019,NO,oil_petroleum_exports,79426.092
2020,NO,oil_petroleum_exports,91956.251
total,NO,oil_petroleum_exports,829890.69
2011,UK,oil_petroleum_exports,61424.0
2012,UK,oil_petroleum_exports,60850.0
2013,UK,oil_petroleum_exports,60004.0
2014,UK,oil_petroleum_exports,53697.0
2015,UK,oil_petroleum_exports,56585.0
2016,UK,oil_petroleum_exports,59105.088
2017,UK,oil_petroleum_exports,61446.096
2018,UK,oil_petroleum_exports,66868.681
2019,UK,oil_petroleum_exports,65561.001
total,UK,oil_petroleum_exports,545540.866
2011,ME,oil_petroleum_exports,15.0
2012,ME,oil_petroleum_exports,12.0
2013,ME,oil_petroleum_exports,14.0
2014,ME,oil_petroleum_exports,11.0
2015,ME,oil_petroleum_exports,16.0
2016,ME,oil_petroleum_exports,15.0
2017,ME,oil_petroleum_exports,32.9
2018,ME,oil_petroleum_exports,31.2
2019,ME,oil_petroleum_exports,31.1
2020,ME,oil_petroleum_exports,9.4
total,ME,oil_petroleum_exports,187.6
2011,MK,oil_petroleum_exports,383.0
2012,MK,oil_petroleum_exports,274.0
2013,MK,oil_petroleum_exports,202.0
2014,MK,oil_petroleum_exports,187.0
2015,MK,oil_petroleum_exports,173.0
2016,MK,oil_petroleum_exports,109.975
2017,MK,oil_petroleum_exports,98.504
2018,MK,oil_petroleum_exports,124.381
2019,MK,oil_petroleum_exports,159.064
2020,MK,oil_petroleum_exports,103.364
total,MK,oil_petroleum_exports,1814.288
2011,AL,oil_petroleum_exports,800.0
2012,AL,oil_petroleum_exports,977.0
2013,AL,oil_petroleum_exports,1202.0
2014,AL,oil_petroleum_exports,1209.0
2015,AL,oil_petroleum_exports,1158.0
2016,AL,oil_petroleum_exports,907.0
2017,AL,oil_petroleum_exports,643.37
2018,AL,oil_petroleum_exports,728.258
2019,AL,oil_petroleum_exports,815.369
2020,AL,oil_petroleum_exports,727.568
total,AL,oil_petroleum_exports,9167.565
2011,RS,oil_petroleum_exports,284.0
2012,RS,oil_petroleum_exports,292.0
2013,RS,oil_petroleum_exports,567.0
2014,RS,oil_petroleum_exports,662.0
2015,RS,oil_petroleum_exports,771.0
2016,RS,oil_petroleum_exports,744.0
2017,RS,oil_petroleum_exports,859.911
2018,RS,oil_petroleum_exports,936.243
2019,RS,oil_petroleum_exports,795.389
2020,RS,oil_petroleum_exports,896.503
total,RS,oil_petroleum_exports,6808.046
2011,TR,oil_petroleum_exports,7365.0
2012,TR,oil_petroleum_exports,7626.0
2013,TR,oil_petroleum_exports,8085.0
2014,TR,oil_petroleum_exports,6951.0
2015,TR,oil_petroleum_exports,7588.0
2016,TR,oil_petroleum_exports,6489.0
2017,TR,oil_petroleum_exports,6760.0
2018,TR,oil_petroleum_exports,5004.0
2019,TR,oil_petroleum_exports,8491.0
2020,TR,oil_petroleum_exports,7595.49
total,TR,oil_petroleum_exports,71954.49
2014,BA,oil_petroleum_exports,306.0
2015,BA,oil_petroleum_exports,243.0
2016,BA,oil_petroleum_exports,221.0
2017,BA,oil_petroleum_exports,258.0
2018,BA,oil_petroleum_exports,227.877
2019,BA,oil_petroleum_exports,41.188
2020,BA,oil_petroleum_exports,10.742
total,BA,oil_petroleum_exports,1307.807
2011,XK,oil_petroleum_exports,0.0
2012,XK,oil_petroleum_exports,1.0
2013,XK,oil_petroleum_exports,1.0
2014,XK,oil_petroleum_exports,2.0
2015,XK,oil_petroleum_exports,10.0
2016,XK,oil_petroleum_exports,11.0
2017,XK,oil_petroleum_exports,2.998
2018,XK,oil_petroleum_exports,12.03
2019,XK,oil_petroleum_exports,15.158
2020,XK,oil_petroleum_exports,8.211
total,XK,oil_petroleum_exports,63.397
2011,MD,oil_petroleum_exports,15.0
2012,MD,oil_petroleum_exports,18.0
2013,MD,oil_petroleum_exports,33.0
2014,MD,oil_petroleum_exports,18.0
2015,MD,oil_petroleum_exports,14.0
2016,MD,oil_petroleum_exports,16.0
2017,MD,oil_petroleum_exports,34.932
2018,MD,oil_petroleum_exports,27.0
2019,MD,oil_petroleum_exports,9.8
2020,MD,oil_petroleum_exports,13.9
total,MD,oil_petroleum_exports,199.632
2011,UA,oil_petroleum_exports,4183.0
2012,UA,oil_petroleum_exports,1725.0
2013,UA,oil_petroleum_exports,1007.0
2014,UA,oil_petroleum_exports,827.0
2015,UA,oil_petroleum_exports,121.0
2016,UA,oil_petroleum_exports,48.0
2017,UA,oil_petroleum_exports,375.0
2018,UA,oil_petroleum_exports,329.64
2019,UA,oil_petroleum_exports,817.2
2020,UA,oil_petroleum_exports,347.7
total,UA,oil_petroleum_exports,9780.54
2013,GE,oil_petroleum_exports,70.0
2014,GE,oil_petroleum_exports,66.0
2015,GE,oil_petroleum_exports,265.0
2016,GE,oil_petroleum_exports,136.0
2017,GE,oil_petroleum_exports,265.0
2018,GE,oil_petroleum_exports,114.0
2019,GE,oil_petroleum_exports,23.536
2020,GE,oil_petroleum_exports,16.651
total,GE,oil_petroleum_exports,956.187
2011,biofuel_imports,BE,0.0
2012,biofuel_imports,BE,0.0
2013,biofuel_imports,BE,0.0
2014,biofuel_imports,BE,0.0
2015,biofuel_imports,BE,0.0
2016,biofuel_imports,BE,0.0
2017,biofuel_imports,BE,0.0
2018,biofuel_imports,BE,0.0
2019,biofuel_imports,BE,0.0
2020,biofuel_imports,BE,0.0
total,biofuel_imports,BE,0.0
2011,biofuel_imports,BG,0.0
2012,biofuel_imports,BG,22.255
2013,biofuel_imports,BG,8.096
2014,biofuel_imports,BG,20.238
2015,biofuel_imports,BG,47.259
2016,biofuel_imports,BG,59.288
2017,biofuel_imports,BG,34.524
2018,biofuel_imports,BG,49.323
2019,biofuel_imports,BG,84.924
2020,biofuel_imports,BG,98.384
total,biofuel_imports,BG,424.291
2011,biofuel_imports,CZ,19.0
2012,biofuel_imports,CZ,18.0
2013,biofuel_imports,CZ,36.0
2014,biofuel_imports,CZ,25.117
2015,biofuel_imports,CZ,24.087
2016,biofuel_imports,CZ,23.599
2017,biofuel_imports,CZ,27.082
2018,biofuel_imports,CZ,27.487
2019,biofuel_imports,CZ,21.747
2020,biofuel_imports,CZ,21.657
total,biofuel_imports,CZ,243.776
2011,biofuel_imports,DK,1588.836
2012,biofuel_imports,DK,1813.891
2013,biofuel_imports,DK,1893.0
2014,biofuel_imports,DK,1987.58
2015,biofuel_imports,DK,1956.76
2016,biofuel_imports,DK,2390.739
2017,biofuel_imports,DK,3144.702
2018,biofuel_imports,DK,3025.058
2019,biofuel_imports,DK,2956.956
2020,biofuel_imports,DK,2555.402
total,biofuel_imports,DK,23312.924
2011,biofuel_imports,DE,261.0
2012,biofuel_imports,DE,348.0
2013,biofuel_imports,DE,548.0
2014,biofuel_imports,DE,419.0
2015,biofuel_imports,DE,447.0
2016,biofuel_imports,DE,443.0
2017,biofuel_imports,DE,433.0
2018,biofuel_imports,DE,377.0
2019,biofuel_imports,DE,317.0
2020,biofuel_imports,DE,293.0
total,biofuel_imports,DE,3886.0
2011,biofuel_imports,EE,0.0
2012,biofuel_imports,EE,14.621
2013,biofuel_imports,EE,4.672
2014,biofuel_imports,EE,61.576
2015,biofuel_imports,EE,17.284
2016,biofuel_imports,EE,9.19
2017,biofuel_imports,EE,9.0
2018,biofuel_imports,EE,11.971
2019,biofuel_imports,EE,10.274
2020,biofuel_imports,EE,0.0
total,biofuel_imports,EE,138.588
2011,biofuel_imports,IE,0.0
2012,biofuel_imports,IE,0.0
2013,biofuel_imports,IE,0.0
2014,biofuel_imports,IE,0.0
2015,biofuel_imports,IE,0.0
2016,biofuel_imports,IE,0.0
2017,biofuel_imports,IE,0.0
2018,biofuel_imports,IE,0.0
2019,biofuel_imports,IE,0.0
2020,biofuel_imports,IE,0.0
total,biofuel_imports,IE,0.0
2011,biofuel_imports,EL,0.028
2012,biofuel_imports,EL,17.912
2013,biofuel_imports,EL,16.273
2014,biofuel_imports,EL,20.885
2015,biofuel_imports,EL,26.669
2016,biofuel_imports,EL,31.741
2017,biofuel_imports,EL,43.154
2018,biofuel_imports,EL,46.176
2019,biofuel_imports,EL,40.266
2020,biofuel_imports,EL,43.715
total,biofuel_imports,EL,286.819
2011,biofuel_imports,ES,0.0
2012,biofuel_imports,ES,0.0
2013,biofuel_imports,ES,0.0
2014,biofuel_imports,ES,37.46
2015,biofuel_imports,ES,0.0
2016,biofuel_imports,ES,0.0
2017,biofuel_imports,ES,0.0
2018,biofuel_imports,ES,0.0
2019,biofuel_imports,ES,0.0
2020,biofuel_imports,ES,0.0
total,biofuel_imports,ES,37.46
2011,biofuel_imports,FR,0.0
2012,biofuel_imports,FR,25.885
2013,biofuel_imports,FR,92.556
2014,biofuel_imports,FR,172.088
2015,biofuel_imports,FR,157.256
2016,biofuel_imports,FR,249.259
2017,biofuel_imports,FR,271.183
2018,biofuel_imports,FR,276.66
2019,biofuel_imports,FR,407.69
2020,biofuel_imports,FR,411.599
total,biofuel_imports,FR,2064.176
2011,biofuel_imports,HR,0.0
2012,biofuel_imports,HR,0.868
2013,biofuel_imports,HR,2.36
2014,biofuel_imports,HR,3.993
2015,biofuel_imports,HR,6.681
2016,biofuel_imports,HR,13.838
2017,biofuel_imports,HR,14.06
2018,biofuel_imports,HR,22.3
2019,biofuel_imports,HR,33.3
2020,biofuel_imports,HR,42.5
total,biofuel_imports,HR,139.9
2011,biofuel_imports,IT,1012.37
2012,biofuel_imports,IT,1197.209
2013,biofuel_imports,IT,1748.729
2014,biofuel_imports,IT,1935.964
2015,biofuel_imports,IT,1653.602
2016,biofuel_imports,IT,1663.82
2017,biofuel_imports,IT,1792.547
2018,biofuel_imports,IT,2241.54
2019,biofuel_imports,IT,2461.437
2020,biofuel_imports,IT,2227.193
total,biofuel_imports,IT,17934.411
2011,biofuel_imports,CY,0.0
2012,biofuel_imports,CY,2.236
2013,biofuel_imports,CY,2.28
2014,biofuel_imports,CY,2.568
2015,biofuel_imports,CY,3.854
2016,biofuel_imports,CY,2.13
2017,biofuel_imports,CY,3.367
2018,biofuel_imports,CY,1.907
2019,biofuel_imports,CY,3.275
2020,biofuel_imports,CY,4.3
total,biofuel_imports,CY,25.917
2011,biofuel_imports,LV,3.0
2012,biofuel_imports,LV,34.016
2013,biofuel_imports,LV,40.776
2014,biofuel_imports,LV,87.661
2015,biofuel_imports,LV,126.76
2016,biofuel_imports,LV,171.29
2017,biofuel_imports,LV,187.289
2018,biofuel_imports,LV,239.289
2019,biofuel_imports,LV,295.183
2020,biofuel_imports,LV,423.827
total,biofuel_imports,LV,1609.091
2011,biofuel_imports,LT,0.0
2012,biofuel_imports,LT,39.591
2013,biofuel_imports,LT,58.031
2014,biofuel_imports,LT,72.445
2015,biofuel_imports,LT,83.204
2016,biofuel_imports,LT,85.929
2017,biofuel_imports,LT,117.99
2018,biofuel_imports,LT,196.0
2019,biofuel_imports,LT,241.1
2020,biofuel_imports,LT,277.0
total,biofuel_imports,LT,1171.29
2011,biofuel_imports,LU_CAP,1.564
2012,biofuel_imports,LU_CAP,2.429
2013,biofuel_imports,LU_CAP,8.199
2014,biofuel_imports,LU_CAP,5.693
2015,biofuel_imports,LU_CAP,6.994
2016,biofuel_imports,LU_CAP,6.052
2017,biofuel_imports,LU_CAP,7.815
2018,biofuel_imports,LU_CAP,7.914
2019,biofuel_imports,LU_CAP,6.421
2020,biofuel_imports,LU_CAP,10.854
total,biofuel_imports,LU_CAP,63.935
2011,biofuel_imports,HU,0.0
2012,biofuel_imports,HU,0.0
2013,biofuel_imports,HU,0.0
2014,biofuel_imports,HU,0.0
2015,biofuel_imports,HU,0.0
2016,biofuel_imports,HU,0.0
2017,biofuel_imports,HU,0.0
2018,biofuel_imports,HU,0.0
2019,biofuel_imports,HU,0.0
2020,biofuel_imports,HU,0.0
total,biofuel_imports,HU,0.0
2011,biofuel_imports,MT001,0.0
2012,biofuel_imports,MT001,0.0
2013,biofuel_imports,MT001,0.0
2014,biofuel_imports,MT001,0.0
2015,biofuel_imports,MT001,0.0
2016,biofuel_imports,MT001,0.0
2017,biofuel_imports,MT001,0.0
2018,biofuel_imports,MT001,0.0
2019,biofuel_imports,MT001,0.0
2020,biofuel_imports,MT001,0.0
total,biofuel_imports,MT001,0.0
2011,biofuel_imports,NL,0.0
2012,biofuel_imports,NL,1020.0
2013,biofuel_imports,NL,610.0
2014,biofuel_imports,NL,179.0
2015,biofuel_imports,NL,0.0
2016,biofuel_imports,NL,0.0
2017,biofuel_imports,NL,0.0
2018,biofuel_imports,NL,164.0
2019,biofuel_imports,NL,798.0
2020,biofuel_imports,NL,2168.001
total,biofuel_imports,NL,4939.001
2011,biofuel_imports,AT,784.059
2012,biofuel_imports,AT,626.226
2013,biofuel_imports,AT,1037.396
2014,biofuel_imports,AT,343.846
2015,biofuel_imports,AT,367.842
2016,biofuel_imports,AT,392.201
2017,biofuel_imports,AT,405.745
2018,biofuel_imports,AT,467.093
2019,biofuel_imports,AT,336.792
2020,biofuel_imports,AT,145.636
total,biofuel_imports,AT,4906.836
2011,biofuel_imports,PL,0.0
2012,biofuel_imports,PL,0.0
2013,biofuel_imports,PL,0.0
2014,biofuel_imports,PL,0.0
2015,biofuel_imports,PL,0.0
2016,biofuel_imports,PL,0.0
2017,biofuel_imports,PL,0.0
2018,biofuel_imports,PL,0.0
2019,biofuel_imports,PL,0.0
2020,biofuel_imports,PL,0.0
total,biofuel_imports,PL,0.0
2011,biofuel_imports,PT,0.0
2012,biofuel_imports,PT,0.0
2013,biofuel_imports,PT,0.0
2014,biofuel_imports,PT,60.121
2015,biofuel_imports,PT,66.0
2016,biofuel_imports,PT,130.919
2017,biofuel_imports,PT,35.595
2018,biofuel_imports,PT,68.603
2019,biofuel_imports,PT,21.669
2020,biofuel_imports,PT,41.208
total,biofuel_imports,PT,424.115
2011,biofuel_imports,RO,0.0
2012,biofuel_imports,RO,4.783
2013,biofuel_imports,RO,6.217
2014,biofuel_imports,RO,2.816
2015,biofuel_imports,RO,8.147
2016,biofuel_imports,RO,13.83
2017,biofuel_imports,RO,15.904
2018,biofuel_imports,RO,206.141
2019,biofuel_imports,RO,37.28
2020,biofuel_imports,RO,41.848
total,biofuel_imports,RO,336.966
2011,biofuel_imports,SI,0.0
2012,biofuel_imports,SI,0.0
2013,biofuel_imports,SI,0.0
2014,biofuel_imports,SI,0.0
2015,biofuel_imports,SI,0.0
2016,biofuel_imports,SI,0.0
2017,biofuel_imports,SI,0.0
2018,biofuel_imports,SI,0.0
2019,biofuel_imports,SI,0.0
2020,biofuel_imports,SI,0.0
total,biofuel_imports,SI,0.0
2011,biofuel_imports,SK,0.0
2012,biofuel_imports,SK,0.0
2013,biofuel_imports,SK,0.0
2014,biofuel_imports,SK,0.0
2015,biofuel_imports,SK,0.0
2016,biofuel_imports,SK,0.0
2017,biofuel_imports,SK,0.0
2018,biofuel_imports,SK,0.0
2019,biofuel_imports,SK,0.0
2020,biofuel_imports,SK,0.0
total,biofuel_imports,SK,0.0
2011,biofuel_imports,FI,14.412
2012,biofuel_imports,FI,28.271
2013,biofuel_imports,FI,60.137
2014,biofuel_imports,FI,45.966
2015,biofuel_imports,FI,59.495
2016,biofuel_imports,FI,49.992
2017,biofuel_imports,FI,86.785
2018,biofuel_imports,FI,94.519
2019,biofuel_imports,FI,100.079
2020,biofuel_imports,FI,106.964
total,biofuel_imports,FI,646.62
2011,biofuel_imports,SE,0.0
2012,biofuel_imports,SE,500.068
2013,biofuel_imports,SE,715.462
2014,biofuel_imports,SE,526.801
2015,biofuel_imports,SE,364.593
2016,biofuel_imports,SE,280.134
2017,biofuel_imports,SE,269.0
2018,biofuel_imports,SE,380.0
2019,biofuel_imports,SE,435.0
2020,biofuel_imports,SE,119.0
total,biofuel_imports,SE,3590.058
2011,biofuel_imports,IS,0.0
2012,biofuel_imports,IS,0.0
2013,biofuel_imports,IS,0.0
2014,biofuel_imports,IS,0.0
2015,biofuel_imports,IS,0.0
2016,biofuel_imports,IS,0.0
2017,biofuel_imports,IS,0.0
2018,biofuel_imports,IS,0.0
2019,biofuel_imports,IS,0.0
2020,biofuel_imports,IS,0.0
total,biofuel_imports,IS,0.0
2014,biofuel_imports,LI000,0.0
2015,biofuel_imports,LI000,0.0
2016,biofuel_imports,LI000,0.0
2017,biofuel_imports,LI000,1.0
2018,biofuel_imports,LI000,2.0
2019,biofuel_imports,LI000,2.0
2020,biofuel_imports,LI000,2.0
total,biofuel_imports,LI000,7.0
2011,biofuel_imports,NO,0.0
2012,biofuel_imports,NO,0.0
2013,biofuel_imports,NO,0.0
2014,biofuel_imports,NO,0.0
2015,biofuel_imports,NO,0.0
2016,biofuel_imports,NO,0.0
2017,biofuel_imports,NO,0.0
2018,biofuel_imports,NO,0.0
2019,biofuel_imports,NO,0.0
2020,biofuel_imports,NO,0.0
total,biofuel_imports,NO,0.0
2011,biofuel_imports,UK,997.369
2012,biofuel_imports,UK,1452.716
2013,biofuel_imports,UK,3432.436
2014,biofuel_imports,UK,4757.134
2015,biofuel_imports,UK,6548.0
2016,biofuel_imports,UK,7085.0
2017,biofuel_imports,UK,6888.0
2018,biofuel_imports,UK,8011.0
2019,biofuel_imports,UK,8847.0
total,biofuel_imports,UK,48018.655
2011,biofuel_imports,ME,0.0
2012,biofuel_imports,ME,0.0
2013,biofuel_imports,ME,0.0
2014,biofuel_imports,ME,4.132
2015,biofuel_imports,ME,1.738
2016,biofuel_imports,ME,1.635
2017,biofuel_imports,ME,1.328
2018,biofuel_imports,ME,1.3
2019,biofuel_imports,ME,1.9
2020,biofuel_imports,ME,1.75
total,biofuel_imports,ME,13.783
2011,biofuel_imports,MK,0.0
2012,biofuel_imports,MK,0.0
2013,biofuel_imports,MK,0.0
2014,biofuel_imports,MK,0.0
2015,biofuel_imports,MK,0.0
2016,biofuel_imports,MK,0.0
2017,biofuel_imports,MK,0.0
2018,biofuel_imports,MK,0.0
2019,biofuel_imports,MK,0.0
2020,biofuel_imports,MK,0.0
total,biofuel_imports,MK,0.0
2011,biofuel_imports,AL,0.0
2012,biofuel_imports,AL,0.0
2013,biofuel_imports,AL,0.0
2014,biofuel_imports,AL,0.0
2015,biofuel_imports,AL,0.0
2016,biofuel_imports,AL,0.0
2017,biofuel_imports,AL,990.4
2018,biofuel_imports,AL,0.0
2019,biofuel_imports,AL,0.0
2020,biofuel_imports,AL,42.6
total,biofuel_imports,AL,1033.0
2011,biofuel_imports,RS,0.722
2012,biofuel_imports,RS,3.918
2013,biofuel_imports,RS,2.648
2014,biofuel_imports,RS,2.561
2015,biofuel_imports,RS,7.19
2016,biofuel_imports,RS,18.245
2017,biofuel_imports,RS,68.228
2018,biofuel_imports,RS,26.571
2019,biofuel_imports,RS,23.401
2020,biofuel_imports,RS,40.574
total,biofuel_imports,RS,194.058
2011,biofuel_imports,TR,0.0
2012,biofuel_imports,TR,0.0
2013,biofuel_imports,TR,0.0
2014,biofuel_imports,TR,0.0
2015,biofuel_imports,TR,0.0
2016,biofuel_imports,TR,0.0
2017,biofuel_imports,TR,0.0
2018,biofuel_imports,TR,0.0
2019,biofuel_imports,TR,0.0
2020,biofuel_imports,TR,0.0
total,biofuel_imports,TR,0.0
2014,biofuel_imports,BA,0.0
2015,biofuel_imports,BA,0.0
2016,biofuel_imports,BA,0.0
2017,biofuel_imports,BA,14.0
2018,biofuel_imports,BA,10.0
2019,biofuel_imports,BA,1.0
2020,biofuel_imports,BA,1.0
total,biofuel_imports,BA,26.0
2011,biofuel_imports,XK,0.0
2012,biofuel_imports,XK,0.0
2013,biofuel_imports,XK,0.0
2014,biofuel_imports,XK,0.0
2015,biofuel_imports,XK,0.0
2016,biofuel_imports,XK,0.0
2017,biofuel_imports,XK,0.0
2018,biofuel_imports,XK,0.0
2019,biofuel_imports,XK,0.0
2020,biofuel_imports,XK,0.0
total,biofuel_imports,XK,0.0
2011,biofuel_imports,MD,0.0
2012,biofuel_imports,MD,0.0
2013,biofuel_imports,MD,0.0
2014,biofuel_imports,MD,0.0
2015,biofuel_imports,MD,0.0
2016,biofuel_imports,MD,0.0
2017,biofuel_imports,MD,85.0
2018,biofuel_imports,MD,2.0
2019,biofuel_imports,MD,19.0
2020,biofuel_imports,MD,33.0
total,biofuel_imports,MD,139.0
2011,biofuel_imports,UA,0.0
2012,biofuel_imports,UA,0.0
2013,biofuel_imports,UA,0.0
2014,biofuel_imports,UA,0.0
2015,biofuel_imports,UA,0.0
2016,biofuel_imports,UA,0.0
2017,biofuel_imports,UA,0.0
2018,biofuel_imports,UA,0.0
2019,biofuel_imports,UA,0.0
2020,biofuel_imports,UA,0.2
total,biofuel_imports,UA,0.2
2013,biofuel_imports,GE,0.0
2014,biofuel_imports,GE,0.0
2015,biofuel_imports,GE,0.0
2016,biofuel_imports,GE,0.0
2017,biofuel_imports,GE,0.0
2018,biofuel_imports,GE,0.0
2019,biofuel_imports,GE,0.0
2020,biofuel_imports,GE,0.0
total,biofuel_imports,GE,0.0
2011,BE,electricity_exports,10652.0
2012,BE,electricity_exports,6912.0
2013,BE,electricity_exports,7603.0
2014,BE,electricity_exports,4188.0
2015,BE,electricity_exports,2715.0
2016,BE,electricity_exports,8465.0
2017,BE,electricity_exports,8167.8
2018,BE,electricity_exports,4308.4
2019,BE,electricity_exports,14589.0
2020,BE,electricity_exports,14054.8
total,BE,electricity_exports,81655.0
2011,BG,electricity_exports,12110.0
2012,BG,electricity_exports,10661.0
2013,BG,electricity_exports,9532.0
2014,BG,electricity_exports,13774.0
2015,BG,electricity_exports,14826.0
2016,BG,electricity_exports,10940.0
2017,BG,electricity_exports,9185.794
2018,BG,electricity_exports,10030.05
2019,BG,electricity_exports,8855.135
2020,BG,electricity_exports,7114.842
total,BG,electricity_exports,107028.821
2011,CZ,electricity_exports,27501.0
2012,CZ,electricity_exports,28707.0
2013,CZ,electricity_exports,27458.0
2014,CZ,electricity_exports,28142.0
2015,CZ,electricity_exports,28661.0
2016,CZ,electricity_exports,24791.0
2017,CZ,electricity_exports,28108.937
2018,CZ,electricity_exports,25480.503
2019,CZ,electricity_exports,24122.817
2020,CZ,electricity_exports,23520.911
total,CZ,electricity_exports,266493.168
2011,DK,electricity_exports,10374.0
2012,DK,electricity_exports,10706.0
2013,DK,electricity_exports,10377.0
2014,DK,electricity_exports,9847.0
2015,DK,electricity_exports,9733.185
2016,DK,electricity_exports,9919.365
2017,DK,electricity_exports,10655.394
2018,DK,electricity_exports,10409.267
2019,DK,electricity_exports,10171.042
2020,DK,electricity_exports,11711.401
total,DK,electricity_exports,103903.654
2011,DE,electricity_exports,54768.0
2012,DE,electricity_exports,66810.0
2013,DE,electricity_exports,71415.0
2014,DE,electricity_exports,74320.0
2015,DE,electricity_exports,85290.0
2016,DE,electricity_exports,78863.0
2017,DE,electricity_exports,80301.0
2018,DE,electricity_exports,80463.0
2019,DE,electricity_exports,72793.0
2020,DE,electricity_exports,66882.0
total,DE,electricity_exports,731905.0
2011,EE,electricity_exports,5252.0
2012,EE,electricity_exports,4950.0
2013,EE,electricity_exports,6300.0
2014,EE,electricity_exports,6484.0
2015,EE,electricity_exports,6377.0
2016,EE,electricity_exports,5614.0
2017,EE,electricity_exports,5015.0
2018,EE,electricity_exports,4950.0
2019,EE,electricity_exports,2704.0
2020,EE,electricity_exports,3723.0
total,EE,electricity_exports,51369.0
2011,IE,electricity_exports,241.527
2012,IE,electricity_exports,370.13
2013,IE,electricity_exports,382.971
2014,IE,electricity_exports,703.958
2015,IE,electricity_exports,1078.605
2016,IE,electricity_exports,1583.011
2017,IE,electricity_exports,1794.91
2018,IE,electricity_exports,1649.249
2019,IE,electricity_exports,1535.039
2020,IE,electricity_exports,1912.966
total,IE,electricity_exports,11252.366
2011,EL,electricity_exports,3948.0
2012,EL,electricity_exports,4169.0
2013,EL,electricity_exports,3901.0
2014,EL,electricity_exports,642.0
2015,EL,electricity_exports,1473.0
2016,EL,electricity_exports,1037.0
2017,EL,electricity_exports,2459.0
2018,EL,electricity_exports,2272.0
2019,EL,electricity_exports,1123.0
2020,EL,electricity_exports,967.0
total,EL,electricity_exports,21991.0
2011,ES,electricity_exports,14023.0
2012,ES,electricity_exports,18986.0
2013,ES,electricity_exports,16638.0
2014,ES,electricity_exports,15716.0
2015,ES,electricity_exports,15089.0
2016,ES,electricity_exports,14178.0
2017,ES,electricity_exports,14593.0
2018,ES,electricity_exports,12916.0
2019,ES,electricity_exports,11858.514
2020,ES,electricity_exports,14648.78
total,ES,electricity_exports,148646.294
2011,FR,electricity_exports,65914.0
2012,FR,electricity_exports,56734.0
2013,FR,electricity_exports,60148.0
2014,FR,electricity_exports,75063.0
2015,FR,electricity_exports,74024.0
2016,FR,electricity_exports,61404.0
2017,FR,electricity_exports,61248.042
2018,FR,electricity_exports,76478.785
2019,FR,electricity_exports,73298.799
2020,FR,electricity_exports,64575.296
total,FR,electricity_exports,668887.922
2011,HR,electricity_exports,6830.0
2012,HR,electricity_exports,5743.0
2013,HR,electricity_exports,7391.0
2014,HR,electricity_exports,6945.0
2015,HR,electricity_exports,6369.0
2016,HR,electricity_exports,6867.0
2017,HR,electricity_exports,5204.2
2018,HR,electricity_exports,7305.8
2019,HR,electricity_exports,5267.8
2020,HR,electricity_exports,5851.7
total,HR,electricity_exports,63774.5
2011,IT,electricity_exports,1787.0
2012,IT,electricity_exports,2304.0
2013,IT,electricity_exports,2200.0
2014,IT,electricity_exports,3031.0
2015,IT,electricity_exports,4471.0
2016,IT,electricity_exports,6154.0
2017,IT,electricity_exports,5134.231
2018,IT,electricity_exports,3271.415
2019,IT,electricity_exports,5833.707
2020,IT,electricity_exports,7589.555
total,IT,electricity_exports,41775.908
2011,CY,electricity_exports,0.0
2012,CY,electricity_exports,0.0
2013,CY,electricity_exports,0.0
2014,CY,electricity_exports,0.0
2015,CY,electricity_exports,0.0
2016,CY,electricity_exports,0.0
2017,CY,electricity_exports,0.0
2018,CY,electricity_exports,0.0
2019,CY,electricity_exports,0.0
2020,CY,electricity_exports,0.0
total,CY,electricity_exports,0.0
2011,LV,electricity_exports,2764.0
2012,LV,electricity_exports,3244.0
2013,LV,electricity_exports,3650.0
2014,LV,electricity_exports,3023.0
2015,LV,electricity_exports,3425.0
2016,LV,electricity_exports,3795.0
2017,LV,electricity_exports,4137.077
2018,LV,electricity_exports,4264.801
2019,LV,electricity_exports,3492.683
2020,LV,electricity_exports,2547.73
total,LV,electricity_exports,34343.291
2011,LT,electricity_exports,1347.0
